name,gender,country_code,country,nationality_long,disciplines,events,birth_date,hobbies,education,family,lang,coach
LLAVADOR Carlos,Male,ESP,Spain,Spain,['Fencing'],"[""Men's Foil Individual""]",1992-04-26,,"Graduated with a degree in Physical Education form National Institute of Physical Education (INEF) (Madrid, ESP)","Partner, Maria Marino","English, Spanish",Personal: Fabio Galli (ITA)
MARTIN-PORTUGUES Lucia,Female,ESP,Spain,Spain,['Fencing'],"[""Women's Sabre Individual""]",1990-10-22,Listening to music,Studies Dentistry at Complutense University of Madrid (ESP),,Spanish,"National, club: Jose Luis Alvarez (ESP)"
NIZHARADZE Ana,Female,GEO,Georgia,Georgia,['Swimming'],"[""Women's 100m Butterfly""]",2008-10-19,,,,,
VUJOVIC Jovan,Male,MNE,Montenegro,Montenegro,['Water Polo'],['Men'],2003-01-20,,,,Montenegrin,National: Vladimir Gojkovic (MNE)
MACIC Aljosa,Male,MNE,Montenegro,Montenegro,['Water Polo'],['Men'],2000-10-31,,,"Father, Slobodan","English, Montenegrin",National: Vladimir Gojković (MNE)
RADOVIC Duro,Male,MNE,Montenegro,Montenegro,['Water Polo'],['Men'],1999-02-20,,,,Montenegrin,National: Vladimir Gojkovic (MNE)
VIDOVIC Stefan,Male,MNE,Montenegro,Montenegro,['Water Polo'],['Men'],1992-08-08,,,,"English, Montenegrin, Serbian",National: Vladimir Gojković (MNE)
BENATI Lorenzo,Male,ITA,Italy,Italy,['Athletics'],"[""Men's 4 x 400m Relay""]",2002-04-05,"Listening to music, cooking, reading",Studying Medicine at Sapienza University of Rome (ITA),"Father, Mario. Mother, Viola Serego",Italian,"Personal: Mario Benati (ITA), his father"
RIGALI Roberto,Male,ITA,Italy,Italy,['Athletics'],"[""Men's 4 x 100m Relay""]",1995-01-07,,,,Italian,Personal: Alberto Barbera
SIMONELLI Lorenzo Ndele,Male,ITA,Italy,Italy,['Athletics'],"[""Men's 110m Hurdles""]",2002-06-01,,Motor sciences,"Father, an anthropologist and researcher (ITA). Mother is Tanzanian",Italian,Personal: Giorgio Frinolli (ITA)
CESTONARO Ottavia,Female,ITA,Italy,Italy,['Athletics'],"[""Women's Triple Jump""]",1995-01-12,"Reading, watching films and TV series, furniture and design, gardening, travel, cooking",Forestry and Environmental Technologies at University of Padova (ITA). Motor Sciences at University of Verona (ITA),"Partner, Marco Zanon. Father, Sergio. Mother, Tiziana Righetti. Older sister, Mariavittoria",Italian,"Personal: Sergio Cestonaro (ITA), her father"
PALMISANO Antonella,Female,ITA,Italy,Italy,['Athletics'],"[""Women's 20km Race Walk"", 'Marathon Race Walk Relay Mixed']",1991-08-06,"Interior design, photography, car racing on a track",Advertising graphics,"Husband, Lorenzo Dessi","English, Italian","Coach: Lorenzo Dessi (ITA), her husband"
STANO Massimo,Male,ITA,Italy,Italy,['Athletics'],"[""Men's 20km Race Walk"", 'Marathon Race Walk Relay Mixed']",1992-02-27,"Watching television, playing video games, studying Japanese culture and language",Diploma in Commercial Technician Computer Programming,"Wife, Fatima Lotfi (married 2016). Daughter, Sophie. Son, Liam (born in February 2024)","English, Italian, Japanese (studying)","Personal: Patrizio Parcesepe (ITA), former race walker"
TRAPLETTI Valentina,Female,ITA,Italy,Italy,['Athletics'],"[""Women's 20km Race Walk"", 'Marathon Race Walk Relay Mixed']",1985-07-12,"Travelling, going to the cinema, art, dancing","Tourism at University of Milan Bicocca, (ITA)",,"English, French, Italian",Personal: Alessandro Gandellini (ITA)
MELON Chiara,Female,ITA,Italy,Italy,['Athletics'],"[""Women's 4 x 100m Relay""]",1999-10-08,,,,,
PETTOROSSI Diego Aldo,Male,ITA,Italy,Italy,['Athletics'],"[""Men's 200m""]",1997-01-13,,Received a Master's degree in data analytics from the University of Texas at San Antonio (USA),,"English, Italian",Personal: Leonardo Righi (ITA)
DIARRA Brahima,Male,MLI,Mali,Mali,['Football'],['Men'],2003-07-05,,,,"English, French",National: Badra Alou Diallo (MLI)
DORIA VILARRUBLA Monica,Female,AND,Andorra,Andorra,['Canoe Slalom'],"[""Women's Canoe Single"", ""Women's Kayak Single"", ""Women's Kayak Cross""]",1999-12-04,"Spending time with her dog, hiking in the mountains",,,"Catalan, English, Spanish",
DURDIC Bogdan,Male,MNE,Montenegro,Montenegro,['Water Polo'],['Men'],1996-08-08,,,"Wife, Julija. Son, Jakov","French, Montenegrin",National: Vladimir Gojkovic (MNE)
VERGIAT Timothe,Male,FRA,France,France,['3x3 Basketball'],['Men'],1998-03-07,,"Currently pursuing a Bachelor's degree in Business Administration from Emlyon Business School (Ecully, FRA)","Father, Jean-Michel. Mother, Veronique. Younger brother, Matteo. Sister, Clarisse",French,National: Karim Souchu (FRA)
SEGUELA Franck,Male,FRA,France,France,['3x3 Basketball'],['Men'],1997-05-30,"Music, playing the guitar",,"Father, Laurent. Older brother, Thomas",French,National: Karim Souchu (FRA)
DUSSOULIER Lucas,Male,FRA,France,France,['3x3 Basketball'],['Men'],1996-07-27,,"Studied at the National Institute of Sport, Expertise, and Performance (Paris, FRA)","Older brothers, Thomas and Antoine",French,National: Karim Souchu (FRA)
RAMBAUT Jules,Male,FRA,France,France,['3x3 Basketball'],['Men'],1998-04-06,Enjoying good food and drinks,,,French,National: Karim Souchu (FRA)
DOUMBIA Cheickna,Male,MLI,Mali,Mali,['Football'],['Men'],2003-06-14,,,,French,National: Badra Alou Diallo (MLI)
SZEREMETA Julia,Female,POL,Poland,Poland,['Boxing'],"[""Women's 57kg""]",2003-08-24,"Playing sports (including karate), music, spending time with friends",,Younger brother,"English, Polish",National: Tomasz Dylak (POL).<br>Club: Mariusz Malik (POL)
RYGIELSKA Aneta,Female,POL,Poland,Poland,['Boxing'],"[""Women's 66kg""]",1995-08-24,"Travelling, fashion, meeting new people, trying new sports activities. ""The more adrenaline the better."" (Athlete, 1 Jul 2024)","Has a Master's degree in Internal Security from Nicolaus Copernicus University (Torun, POL)","Father, Leszek. Mother, Katarzyna. Sister, Anna","English, Polish","Club: Kamil Gorzad (POL), Tomasz Dylak (POL)"
SACO Coli,Male,MLI,Mali,Mali,['Football'],['Men'],2002-05-15,,,,"French, Italian",National: Badra Alou Diallo (MLI)
WOJCIK Elzbieta,Female,POL,Poland,Poland,['Boxing'],"[""Women's 75kg""]",1996-01-14,"Taking care of her pets, spending time with her family. ""Free time spent with loved ones calms me down and gives me a lot of energy."" (european-games.org, 17 Feb 2023)",,"Partner, Michal Rybak (professional mixed martial artist)","English, Polish","National: Karolina Michalczuk (POL), Kamil Goinski (POL).<br>Club: Jakub Sawicki (POL)"
PIZZOLATO Antonino,Male,ITA,Italy,Italy,['Weightlifting'],"[""Men's 89kg""]",1996-08-20,"Auto racing, cooking",Studied Sport Science,"Father, Giacomo. Mother, Franca. Younger brother, Fabio","Italian, Sicilian, Spanish",National: Sebastiano Corbu (ITA)
MAGISTRIS Lucrezia,Female,ITA,Italy,Italy,['Weightlifting'],"[""Women's 59kg""]",1999-04-21,"Drawing, reading, yoga, cooking, playing the flute",Studies Medicine,"Fiancee, Oscar Reyes Martinez. Father, Cesare. Sisters, Carlotta and Lavinia","English, Italian",National: Sebastiano Corbu (ITA)
MASSIDDA Sergio,Male,ITA,Italy,Italy,['Weightlifting'],"[""Men's 61kg""]",2002-01-26,,,,Italian,National: Sebastiano Corbu (ITA)
FEJES Daniel,Male,HUN,Hungary,Hungary,['Canoe Sprint'],"[""Men's Canoe Single 1000m""]",1999-11-14,,,,"English, Hungarian",Personal: Istvan Demeter and Pal Petervari (HUN)
FOJT Sara,Female,HUN,Hungary,Hungary,['Canoe Sprint'],"[""Women's Kayak Double 500m"", ""Women's Kayak Four 500m""]",2003-12-03,,,,Hungarian,Personal: Andrea Gintl (HUN)
VALODZKA Siuzanna,Female,AIN,AIN,Belarus,['Weightlifting'],"[""Women's 71kg""]",2000-08-17,,,,Russian,National: Valery Sizenok (BLR)
GAZSO Alida Dora,Female,HUN,Hungary,Hungary,['Canoe Sprint'],"[""Women's Kayak Single 500m"", ""Women's Kayak Double 500m"", ""Women's Kayak Four 500m""]",2000-04-18,,,,Hungarian,
HAJDU Jonatan Daniel,Male,HUN,Hungary,Hungary,['Canoe Sprint'],"[""Men's Canoe Double 500m""]",1996-06-28,,,,Hungarian,Personal: Gergely Molnar (HUN)
BURZALOVA Hana,Female,SVK,Slovakia,Slovakia,['Athletics'],"[""Women's 20km Race Walk"", 'Marathon Race Walk Relay Mixed']",2000-11-03,,"Matej Bel University (Banska Bystrica, SVK)","Partner, Dominik Cerny",Slovak,
CERNY Dominik,Male,SVK,Slovakia,Slovakia,['Athletics'],"[""Men's 20km Race Walk"", 'Marathon Race Walk Relay Mixed']",1997-11-01,,"Matej Bel University (Banska Bystrica, SVK)","Partner, Hana Burzalova",Slovak,
FIZEL Marius,Male,SVK,Slovakia,Slovakia,['Judo'],['Men +100 kg'],1999-01-13,"Sports cars, travelling, music",Graduated in 2023 with a Bachelor's degree from the Department of Physical Education and Sports at Matej Bela University (SVK). Studying for a Master's degree,"Girlfriend, Claudia Hladikova. Father, Marius. Mother, Beata Fizelova. Two sisters, Karin and Ema Sara","English, german, Slovak",Personal: Jan Gregor
FORSTER Viktoria,Female,SVK,Slovakia,Slovakia,['Athletics'],"[""Women's 100m"", ""Women's 100m Hurdles""]",2002-04-08,,"Sports and recreation at Constantine the Philosopher University (Nitra, SVK)",,Slovak,Personal: Katarina Adlerova (SVK)
GAJANOVA Gabriela,Female,SVK,Slovakia,Slovakia,['Athletics'],"[""Women's 800m""]",1999-10-12,Travelling,Sport Management,,Slovak,"Personal: Louis Heyer (SUI), since 2021"
HOCKOVA Vanesa,Female,SVK,Slovakia,Slovakia,['Shooting'],['Skeet Women'],2000-01-20,"Photography, cycling, spending time with friends and family, sport, travelling","Received a Bachelor's degree in Social Services and Counselling in 2022 from the University of Saints Cyril and Methodius (Trnava, SVK)",One sister,"English, Slovak",National: Stefan Zemko (SVK).<br>Personal: Juraj Sedlak (SVK)
JANY Patrik,Male,SVK,Slovakia,Slovakia,['Shooting'],"['10m Air Rifle Men', '50m Rifle 3 Positions Men']",1997-07-29,"Mountain biking, hiking, snowboarding, motorcycle riding","Graduated with a Master's degree in Politology (2022) at the Matej Bel University, Banska Bystrica, SVK","Fiancee Beata Salyova. Brother, Michal. Sister, Agata","Czech, English, Slovak",Personal: Zoltan Balaz (SVK)
JENCUSOVA Nora,Female,SVK,Slovakia,Slovakia,['Cycling Road'],"[""Women's Road Race"", ""Women's Individual Time Trial""]",2002-04-14,Reading and watching movies,Studying engineering at Technical University of Kosice (SVK),,"English, German, Italian, Slovak",
KATERINKA CZAKOVA Maria,Female,SVK,Slovakia,Slovakia,['Athletics'],"[""Women's 20km Race Walk"", 'Marathon Race Walk Relay Mixed']",1988-10-02,"Music, cinema, theatre, reading, travelling","Coaching, Teaching at Matej Bel University (Banska Bystrica, SVK)","Husband, Martin Katerinka. Son, Alex (born 12 May 2022)","English, Hungarian, Slovak",Personal: Matej Spisiak (SVK)/Martin Pupis (SVK)
KOVACOCY Marian,Male,SVK,Slovakia,Slovakia,['Shooting'],['Trap Men'],1984-09-17,Hunting,"Studied at the Danubius University, Sladkovicovo (SVK)",,"English, Slovak",Personal: Mario Filipovic (SVK)
KUBIS Lukas,Male,SVK,Slovakia,Slovakia,['Cycling Road'],"[""Men's Road Race""]",2000-01-31,,,,Slovak,Personal: Frantisek Novodomec (SVK)
MORVAY Michal,Male,SVK,Slovakia,Slovakia,['Athletics'],['Marathon Race Walk Relay Mixed'],1996-08-19,,Matej Bel University (SVK),,"English, Slovak",Personal: Spisiak Matej (SVK)
PANKOVA Zuzana,Female,SVK,Slovakia,Slovakia,['Canoe Slalom'],"[""Women's Canoe Single"", ""Women's Kayak Cross""]",2004-11-25,"Listening to music (Imagine Dragons and The Score), watching movies (Star Wars)",Studies at St. Thomas Aquinas in Kosice (SVK),"The oldest of six siblings (four brothers, one sister)",Slovak,Personal: Petrovi Murckovi.<br>Mental coach: Adam Kocian (GER)
REHAK STEFECEKOVA Zuzana,Female,SVK,Slovakia,Slovakia,['Shooting'],['Trap Women'],1984-01-15,"Spending time with family and friends, relaxing alone, theatre","Studied at the University of Economics (Banska Bystrica, SVK)","Husband, Martin. Sons, Nathan (born 2016) and Noah (born 2019). Father, Andrej. Mother, Eva","English, German, Italian, Slovak, Spanish",br>National: Hubert Andrzej Olejnik (SVK)
JESSICA Triebelova,Female,SVK,Slovakia,Slovakia,['Boxing'],"[""Women's 66kg""]",2001-04-11,"Horse riding, hiking",,"Partner, Jakub Rambala. Father, Peter. Three younger siblings","English, Russian, Slovak","Club: Anton Cherednychenko (UKR), Peter Triebel (SVK) - her father"
WANG Yang,Male,SVK,Slovakia,Slovakia,['Table Tennis'],"[""Men's Singles""]",1994-09-24,"Listening to music, watching movies, spending time with friends",,,"English, Mandarin, Slovak",
KRISTO Katarina,Female,CRO,Croatia,Croatia,['Judo'],['Women -63 kg'],2002-03-20,"Hiking, reading, gardening",Dental student at Travniku University (BIH),"Father, Tadija. Mother, Ivana. Younger sister, Iva","Croatian, English",Personal: Josip Baric (CRO).<br>National: Vladimir Preradovic
BRANSER Marie,Female,GUI,Guinea,Guinea,['Judo'],['Women -78 kg'],1992-08-15,"Spending time with friends and her dog, travelling, reading, trying out other sports",Master's degree (2023) in Sports Management from the University of Leipzig (GER),"Father, Steffen Harter. Mother, Sabine Branser. Four siblings","English, French, German",National: Paul Delormas.<br>Athletics coach: Rafal Brenk.<br>Club: Danny Hanke
ESTEVES Mariana,Female,GUI,Guinea,Guinea,['Judo'],['Women -57 kg'],1996-04-02,"Escape room once a month, yoga once a week, reading, going to the beach, long walks",Graduated in Sports Science from the Faculdade de Motricidade Humana (University of Lisbon). </p><p>Master's degree in Teaching Physical Education in Basic and Secondary Education.</p><p>Studying for a PhD in Sociology and Sports Management at the University of Lisbon,"Father, Paolo. Mother, Teresa. Older brother, Nuno","English, French, Portuguese, Spanish",Club: Nuno Antonio (POR).<br>National: Paul Delormas (FRA)
KISS Agnes Anna,Female,HUN,Hungary,Hungary,['Canoe Sprint'],"[""Women's Canoe Single 200m"", ""Women's Canoe Double 500m""]",2005-05-22,,,,Hungarian,Personal: Gabor Furdok (HUN)
SODERQVIST Jakob,Male,SWE,Sweden,Sweden,['Cycling Road'],"[""Men's Road Race""]",2003-05-31,,,,Swedish,
ANDERSSON Caroline,Female,SWE,Sweden,Sweden,['Cycling Road'],"[""Women's Road Race""]",2001-07-29,,,,Swedish,
DIALLO Demba,Male,MLI,Mali,Mali,['Football'],['Men'],2000-10-13,,,,French,National: Badra Alou Diallo (MLI)
LINDFORS Caisa-Marie,Female,SWE,Sweden,Sweden,['Athletics'],"[""Women's Discus Throw""]",2000-08-05,,"Cultural Studies of Sport in Education at University Of California (Berkeley, CA, USA).</p><p>Psychology at Florida State University (Tallahassee, FL, USA)","Father, Lars Gustafsson. Mother, Anna. Brother, Magnus","English, Swedish",Personal: Mohammed Saatara (USA)
WIKSTROM Carolina,Female,SWE,Sweden,Sweden,['Athletics'],"[""Women's Marathon""]",1993-09-04,,Medicine at Uppsala University (SWE),"Partner, Christian Ahlsen","English, Swedish","Personal: Christian Ahlsen (SWE), her partner"
DUPLANTIS Armand,Male,SWE,Sweden,Sweden,['Athletics'],"[""Men's Pole Vault""]",1999-11-10,"Golf, hip-hop, hanging out with his family","Studied for one year at the Louisiana State University, Baton Rouge (LA, USA)","Girlfriend, Desire Inglander. Father, Greg. Mother, Helena. Older brothers, Andreas and Antoine. Younger sister, Johanna","English, Swedish","Personal: Greg Duplantis (USA), Helena Duplantis (SWE), his father and mother"
JOHANSSON Axelina,Female,SWE,Sweden,Sweden,['Athletics'],"[""Women's Shot Put""]",2000-04-20,,"Graphic Design at University of Nebraska (Lincoln, NE, USA)",Two brothers,"English, Swedish",Personal: Justin St. Clair (USA)
BENGTSTROM Carl,Male,SWE,Sweden,Sweden,['Athletics'],"[""Men's 400m Hurdles""]",2000-01-13,,,"Father, Magnus. Mother, Cecilia. Younger sister, Alva",Swedish,Personal: Erik Olsson (SWE)
STAHL Daniel,Male,SWE,Sweden,Sweden,['Athletics'],"[""Men's Discus Throw""]",1992-08-27,,,"Father, Jan. Mother, Taina. Older sister, Anneli. Girlfriend, Fanny Roos","Finnish, Swedish",Personal: Staffan Jönsson (SWE) from 2023
ROOS Fanny,Female,SWE,Sweden,Sweden,['Athletics'],"[""Women's Shot Put""]",1995-01-02,,"Economics - Linnaeus University, Vaxjo (SWE)","Partner, Daniel Stahl",Swedish,Personal: Staffan Jonsson (SWE) from 2023
LARSSON Henrik,Male,SWE,Sweden,Sweden,['Athletics'],"[""Men's 100m""]",1999-09-30,"Gaming, spending time with his girlfriend and friends and family",,"Partner, Saga Petersson. Father, Roger. Mother, Maria. Sisters, Sarah and Agnes",Swedish,"Personal: Maria and Roger Larsson (SWE), his parents"
KRAMER Andreas,Male,SWE,Sweden,Sweden,['Athletics'],"[""Men's 800m""]",1997-04-13,,"Bachelor of Science, Business and Economics at the Stockholm School of Economics (SWE)","Father, Jens. Mother, Anne-Lise",Swedish,Personal: Per Skoog (SWE)
HENRIKSSON Julia,Female,SWE,Sweden,Sweden,['Athletics'],"[""Women's 100m"", ""Women's 200m""]",2000-07-11,,,,Swedish,Personal: Karin Olsson (SWE)
ALMGREN Andreas,Male,SWE,Sweden,Sweden,['Athletics'],"[""Men's 5000m""]",1995-06-12,,"Industrial Engineering and Management with a Master's in Optimization and Systems Theory at KTH Royal Institute of Technology (Stockholm, SWE)","Father, Leif. Mother, Ingrid. Sister, Therese Stillman","English, Swedish",Personal: Urban Aruhn (SWE)
ASKAG Maja,Female,SWE,Sweden,Sweden,['Athletics'],"[""Women's Triple Jump""]",2002-12-18,,,"Father, Hakan. Mother, Eva-Lena. Twin brother, Markus",Swedish,Robert Söderlind Odin (SWE)
DOUCOURE Fode,Male,MLI,Mali,Mali,['Football'],['Men'],2001-02-03,,,,French,National: Badra Alou Diallo (MLI)
LINDAHL Nora,Female,SWE,Sweden,Sweden,['Athletics'],"[""Women's 200m""]",2004-09-10,,,"Father, Markus (FIN). Mother, Frida (SWE)",Swedish,"Personal: Frida Lindahl (SWE), her mother"
EDLUND Oskar,Male,SWE,Sweden,Sweden,['Athletics'],"[""Men's 400m Hurdles""]",2002-11-16,,"Texas Tech University (Lubbock, TX, USA)","Father, Jonas. Mother, Malin. Older sister, Anna. Younger brother, Henrik","English, Swedish",Personal: Anders Perswalld (SWE)
KARLSTROM Perseus,Male,SWE,Sweden,Sweden,['Athletics'],"[""Men's 20km Race Walk""]",1990-05-02,Fishing and hiking,Mathematics at Linkoping University (SWE),"Father, Enrique Vera Ibanez. Mother, Siw Karlstrom. Older brother, Anatole (Ato) Alm Ibanez. Sister, Nashieli. Brother, Remo","Spanish, Swedish","Personal: Robert Heffernan (IRL), from 2021"
CARLSSON Ragnar,Male,SWE,Sweden,Sweden,['Athletics'],"[""Men's Hammer Throw""]",2000-11-16,,,,Swedish,Personal: Mattias Jons (SWE)
PIHLSTROM Samuel,Male,SWE,Sweden,Sweden,['Athletics'],"[""Men's 1500m""]",2001-03-08,,"Information Technology at Chalmers University (Gothenburg, SWE)",,Swedish,Personal: Ulf Friberg (SWE)
HASSAN Suldan,Male,SWE,Sweden,Sweden,['Athletics'],"[""Men's Marathon""]",1998-04-01,,,,"Somali, Swedish",Personal: Gary Lough (GBR)
LOFMAN Thea,Female,SWE,Sweden,Sweden,['Athletics'],"[""Women's Hammer Throw""]",2003-09-08,,,"Father, Peter. Mother, Karin. Older sister, Selma. Younger brother, Felix",Swedish,Personal: Stellan Kjellander (SWE)
MONTLER Thobias,Male,SWE,Sweden,Sweden,['Athletics'],"[""Men's Long Jump""]",1996-02-15,Cars and technology,"Business Management, Marketing at Keiser University, Fort Lauderdale (FL, USA)","Girlfriend, Lisa Lilja","English, Swedish",Personal: Yannick Tregaro (SWE)
